epoch,train_loss,train_jaccard,train_f1,train_recall,train_precision,valid_loss,valid_jaccard,valid_f1,valid_recall,valid_precision,learning_rate
1,0.8718735670092608,0.13527604332886345,0.23831392219324243,0.4701844445770907,0.1596050229891074,0.8217575531298236,0.35107835884595684,0.5197009581973254,0.5357096340033864,0.504621298871258,0.0001
2,0.5627043190062284,0.3817492830807046,0.552559408215604,0.5561485091885708,0.5490163346867835,0.5774410610373334,0.3864019253910951,0.5574168908948876,0.5576346980419399,0.5571992538284674,0.0001
3,0.5219935764008884,0.40996341260011854,0.581523476334898,0.5743376602715481,0.5888913810329711,0.45723216058454386,0.4509903504316912,0.6216310815540778,0.5397473190639517,0.7328028293545535,0.0001
4,0.4963501245663065,0.43386934967743823,0.605172779200617,0.5893519669766748,0.6218664231699701,0.4496228172558215,0.4327968980544213,0.6041287479643644,0.5476056093431164,0.6736634086417775,0.0001
5,0.5092417524762337,0.4341252940586222,0.6054217101631799,0.5811670704829377,0.631789025063009,0.48379726681445084,0.36228003060443764,0.5318730693625386,0.41114922068336734,0.7529617555855928,0.0001
6,0.5052294881399138,0.4291296495612675,0.6005468428886171,0.5845621673202225,0.6174302872501259,0.4621611616630936,0.42606012980587327,0.5975345932487041,0.635566361307689,0.5637974196033122,0.0001
7,0.4728708390406703,0.45941798467673284,0.6295906854656116,0.61164990629769,0.6486157382026736,0.4366581945927734,0.47853173935005894,0.647306684887826,0.6169409108670169,0.6808164047527788,0.0001
8,0.481510604365556,0.45984748546451537,0.6299938727067704,0.6084973691277838,0.6530648191639268,0.44391589521573493,0.46652775021498977,0.6362344662712285,0.6123822341857336,0.662020088238055,0.0001
9,0.4668312416191015,0.47420275020133523,0.6433345075995446,0.6268555736856768,0.6607032372403234,0.4314477400852644,0.4653799019607843,0.6351662136734267,0.5935397039030955,0.6830718497052064,0.0001
10,0.45549074560070624,0.4851721131404509,0.6533547308729581,0.6333858549508666,0.674623720809576,0.4496162044716579,0.43651495789508177,0.607741611733309,0.5783875309338775,0.640234525182622,0.0001
11,0.4552679750731289,0.47917149433810696,0.6478917369246957,0.6174891128530546,0.6814431970472571,0.4312668198722892,0.43019393210794393,0.6015882496073617,0.5903703382103938,0.6132407323892848,0.0001
12,0.44999743168712486,0.47995925333252243,0.6486114428512357,0.6280095689496537,0.6706108532401457,0.47188878966767434,0.4213731848301142,0.5929099962308318,0.6488082316676074,0.5458796025715955,0.0001
13,0.44874367154801265,0.49445687413298095,0.6617211679926774,0.6358545226867288,0.6897815727623606,0.45560599660941264,0.4301483512620404,0.6015436802517083,0.5312377892588894,0.6932970706555612,0.0001
14,0.4455360365638923,0.4930213842262589,0.660434457851736,0.6392465130608047,0.6830751096433009,0.5331961525829574,0.44614079728583544,0.617008797653959,0.6394303824946815,0.5961063666167483,0.0001
15,0.44654974840938777,0.49298357825949585,0.6604005368018995,0.6362686982813495,0.6864350401304777,0.41267878207310077,0.4339976834285258,0.605297607442275,0.47175791256023963,0.8442890442890443,0.0001
16,0.43764260193144366,0.5055230921550736,0.6715580714626503,0.647123728864104,0.6979100221380061,0.43482614689906024,0.4577379927698399,0.6280113367973548,0.5772152997872617,0.6886103485782359,0.0001
17,0.4412219179918362,0.5037268564758782,0.6699712175872263,0.6397162697228357,0.70323000453852,0.3968610770455784,0.44898958114817145,0.6197278254994691,0.5575478661051535,0.6975177882787464,0.0001
18,0.4287163150824211,0.5092513167649307,0.6748396520951955,0.6523487997454307,0.6989367029267305,0.41933945749707335,0.46174052468188176,0.6317681105302465,0.5876351322016238,0.6830683825384809,0.0001
19,0.4266439302571414,0.5134814134066464,0.6785434017995209,0.6554118535896774,0.7033674541662444,0.4431363573257062,0.4775534895568008,0.6464111017734393,0.6511961099292319,0.6416959014289382,0.0001
20,0.4458811226689516,0.49025017168645146,0.6579434527179508,0.621353042405674,0.6991130137944542,0.42055446406992836,0.5065099140200036,0.6724282519567648,0.6266226718186949,0.7254586579542599,0.0001
21,0.41555438825709634,0.5287722100062544,0.6917606253505761,0.6685748674538202,0.7166122910269532,0.41392199381083894,0.4804369671626309,0.649047514779943,0.6434680675552468,0.6547245659760569,0.0001
22,0.413377726546579,0.5209079344138711,0.6849960114313153,0.6603042987044659,0.7116061275719282,0.43131792858195006,0.49252812084670494,0.6599917468453402,0.6596622237659011,0.6603215993046502,0.0001
23,0.41093369382052636,0.5310940928485353,0.6937445521201866,0.6726306474705696,0.7162269464501239,0.40698833169523113,0.46186564975066,0.6318852212300592,0.5468675378804324,0.7482031482031481,1e-05
24,0.3745095525767053,0.5657848994672208,0.7226853441487865,0.6959416456174546,0.7515666027675306,0.4047165570495681,0.4993409568593923,0.6660805930431477,0.6085616289671341,0.7356074521123065,1e-05
25,0.36802694596890395,0.5723575857391978,0.7280247075223931,0.7053898352304386,0.752160374305736,0.38744753172061186,0.5048643658571226,0.6709765707948941,0.6173316545825555,0.7348320413436692,1e-05
26,0.3631150380830338,0.5816503291283702,0.7354980028346862,0.7093857342407055,0.7636061064944377,0.38949689035862817,0.5103677693587138,0.6758192007439493,0.5994876915729606,0.7744251261918116,1e-05
27,0.363436382874966,0.5852147184241209,0.7383412626976983,0.7136316409570634,0.7648234084382476,0.3815376097320177,0.518102990621129,0.6825663262927216,0.635566361307689,0.7370726549519158,1e-05
28,0.3596059364352187,0.5851534426416307,0.7382924919451113,0.7152777777777778,0.7628374829567459,0.37707961357639036,0.5222019686474663,0.6861139052545864,0.6218903312638389,0.7651300678382565,1e-05
29,0.3640452159786852,0.5879685054813047,0.7405291773127385,0.7156818373974844,0.7671638926503673,0.39662661617371947,0.5166944612000142,0.6813428471166219,0.6322233317414145,0.7387378246753247,1e-05
30,0.35545414000312836,0.5905080819163299,0.7425401840207613,0.7197206204016703,0.7668541706392085,0.38820111020416376,0.5145282750781472,0.6794568098130731,0.62888030217514,0.7388798204448072,1e-05
31,0.3514277641713918,0.5909254768303074,0.7428700909456077,0.7176609304338741,0.7699147634779917,0.3765178658827594,0.5199599370439262,0.6841758448649158,0.6310945165631919,0.7470065265429878,1e-05
32,0.34051755835758724,0.5984429914180629,0.7487824021639367,0.7276508206251957,0.7711780504502607,0.3895856220903985,0.5151968644218777,0.6800395071018719,0.6277514869969175,0.7418295623621158,1e-05
33,0.34791320786854407,0.5955132145052243,0.7464848414807966,0.7223337740181509,0.7723067439673085,0.38587331564661304,0.5247501026975215,0.6883096472912598,0.6655233794989798,0.7127115491909987,1e-05
34,0.34913976849782125,0.5971339787454428,0.7477569029174306,0.7274660307524158,0.7692121810664999,0.38844633276474877,0.5231979395078487,0.6869730137330622,0.6526288368862068,0.7251326579835986,1e-05
35,0.35266342892603064,0.6013620669717344,0.7510632097198904,0.7238071093746117,0.7804523771238677,0.3832703294041928,0.5246706459930067,0.6882412898443291,0.6449442104806148,0.737770052148001,1e-05
36,0.34041159507510566,0.6006136506463048,0.7504792307672568,0.7267549352895568,0.7758047144835343,0.3775564651828329,0.5137474541751528,0.6787756474941137,0.6132939695219902,0.759911775781376,1e-05
37,0.34442553756417016,0.6051479116533828,0.7540089075405519,0.7281906862160766,0.7817252116791434,0.3781408461378779,0.5277323782035678,0.6908701886964241,0.6588807363348239,0.7261244019138756,1.0000000000000002e-06
38,0.33736841282027263,0.610849595353087,0.7584191560965604,0.7443669567897245,0.7730121203361483,0.37815228154279174,0.5289924460048941,0.6919490640873982,0.6475925845525985,0.7428286852589642,1.0000000000000002e-06
39,0.33794850565000273,0.6066726907963458,0.7551913893496864,0.7282475109092085,0.7842056194946313,0.3728114635523262,0.5304574794539875,0.6932011984328186,0.652932748664959,0.7387630790391512,1.0000000000000002e-06
40,0.33530073149922296,0.6076696531755993,0.7559633311175352,0.7287562218711812,0.785280704008222,0.37526294236657054,0.5280660800861914,0.6911560788737691,0.6383883992532453,0.7534330805492929,1.0000000000000002e-06
41,0.3389143952452969,0.6068175969050169,0.7553036487450012,0.7265777989840854,0.7863943968067824,0.3750422726155625,0.5288381366684792,0.691817039337965,0.633352146919637,0.7621734587251828,1.0000000000000002e-06
42,0.3354829180450039,0.6113834897090664,0.7588305249664077,0.7331128298226853,0.7864181788109504,0.375778781175318,0.5281991027558214,0.6912700076885441,0.6440758911127513,0.7459271922767498,1.0000000000000002e-06
43,0.33548977911390565,0.6101604943391532,0.7578877962591885,0.7319072729081684,0.7857806641814161,0.37331673030257756,0.5274372656475339,0.6906172548093945,0.6351322016237572,0.7567246016966688,1.0000000000000002e-06
44,0.34145333899320524,0.6077066459924451,0.7559919560042683,0.7326038647583158,0.7809226040645452,0.37333571918027847,0.5287813187593158,0.6917684200752124,0.6468979290583077,0.743327513095535,1.0000000000000002e-06
45,0.3334644659737072,0.6113754852793432,0.7588243595171201,0.7349602385685885,0.7842902224933039,0.3773033120018445,0.5253234882970715,0.6888027258841499,0.636304432770373,0.7507427517672369,1.0000000000000002e-07
46,0.335296507764777,0.6127374301675977,0.7598725232090896,0.7366750416677031,0.7845784562559942,0.37634880992008596,0.5257265109645213,0.6891490803711234,0.6401250379889724,0.7463049200242964,1.0000000000000002e-07
47,0.3360470103522014,0.6070928025996469,0.7555167960650542,0.7291401843171527,0.783873378529867,0.3758549123716636,0.5266180294712511,0.6899145946201708,0.6330482351408848,0.7580058224163028,1.0000000000000002e-07
48,0.33615179748677476,0.6098734657829357,0.7576663368214888,0.7345315730873231,0.7823057946616693,0.37386827513948123,0.5279216835185251,0.6910323862972056,0.641514348977554,0.7488343807013987,1.0000000000000002e-07
49,0.3409590942152427,0.6084649530298338,0.756578440684928,0.7330219277300223,0.7816992562570952,0.3758907088949864,0.527209186220669,0.6904217064400131,0.6418616767246993,0.7469307330874552,1.0000000000000002e-07
50,0.33144793734981104,0.6146839178111713,0.761367486268672,0.7372015348217659,0.7871714855857004,0.3703612203078122,0.5283673980742385,0.691414117757272,0.6408631094516564,0.7506229341469616,1.0000000000000002e-07
51,0.33079846987929823,0.6133373714408991,0.7603336813466572,0.7345828385166929,0.7879555060467645,0.3733615750705894,0.5280644349358168,0.6911546697413935,0.6376069118221682,0.7545211672831895,1.0000000000000002e-07
52,0.34120835127441057,0.6101081834472689,0.7578474412085987,0.7309121990975411,0.7868438509768676,0.3743040773127591,0.528408078937057,0.6914489477241476,0.6440324751443581,0.7464023347086646,1.0000000000000002e-07
53,0.33757088393068757,0.6089549150648652,0.7569570898017551,0.7320988821284831,0.7835627379462741,0.37402164393640785,0.5286451842620616,0.6916519146557346,0.6445968827334694,0.7461178953716268,1.0000000000000002e-07
54,0.33690592649457846,0.6093203802881222,0.7572393760141576,0.72942924734603,0.7872541289177113,0.3765153630392884,0.527825711820535,0.6909501623605817,0.6374332479485955,0.754276907269458,1.0000000000000002e-07
55,0.3410902532944377,0.6155609543387529,0.7620399003647637,0.7363448039464076,0.7895931217438553,0.374840412648944,0.5280478683620045,0.6911404796867352,0.6436851473972127,0.7461499748364369,1.0000000000000002e-07
56,0.33675279399839486,0.6117700597811472,0.7591282094720333,0.7353110828228181,0.7845398838103828,0.37169036046591647,0.5296785714285714,0.6925357801592305,0.6439022272391786,0.7491160723305385,1.0000000000000004e-08
57,0.33453899580636176,0.6141403058149733,0.7609503382110221,0.7342857852759211,0.7896244362268345,0.3758159555844725,0.5233977808290348,0.6871452583371903,0.6123388182173404,0.7827727827727827,1.0000000000000004e-08
58,0.3367860242231198,0.6139558399363458,0.7608087219543258,0.7363466470506372,0.7869519489211614,0.3738601427465029,0.5282253761604951,0.6912925075064591,0.644727130638649,0.7451078775715002,1.0000000000000004e-08
59,0.3317787536676008,0.6121449843227728,0.759416789774552,0.734308157820209,0.7863033230828164,0.37429770205230467,0.5281850533807829,0.6912579758744353,0.6443798028915035,0.7454919885478929,1.0000000000000004e-08
60,0.3356135338906189,0.6118566050579216,0.7591948354933654,0.732808717308849,0.7875520888983866,0.37410250549548885,0.5276123635332483,0.6907673387938835,0.64624668953241,0.7418759968102073,1.0000000000000004e-08
61,0.3263086607225296,0.6139412527428686,0.7607975218422415,0.7341446930317156,0.789458496101578,0.37652811137509884,0.5273264401772526,0.690522243713733,0.6354795293709026,0.756004338618873,1.0000000000000004e-08
62,0.32982473458428246,0.6080114449213162,0.7562277580071174,0.7292671766355977,0.7852582984329645,0.3762467872186934,0.5272309239833309,0.690440346255175,0.6371727521382364,0.7534267672878484,1.0000000000000004e-08
63,0.3374065790500705,0.6099108914582565,0.7576952174114426,0.7311812470512279,0.7862044290650049,0.3738319505689609,0.5291022222222223,0.6920429707482677,0.6460730256588373,0.7450558253642418,1.0000000000000004e-08
64,0.3364673651605155,0.6074573746068531,0.7557990453780128,0.7295490579072669,0.784008545867272,0.3757455996486599,0.5281256709368067,0.6912071186043789,0.64077627751487,0.7502541683611224,1.0000000000000004e-08
65,0.340477479666838,0.607158227533809,0.7555674570580344,0.7292296222664016,0.783879085124457,0.37546034024841024,0.526897489090779,0.6901543723207384,0.6395606303998611,0.7494403744403745,1.0000000000000004e-08
66,0.33377042287970665,0.6128629590592515,0.759969042151878,0.7366980180556176,0.7847582049422835,0.37522569598204464,0.5292536029253603,0.6921724453196427,0.6409499413884426,0.752293110476967,1.0000000000000004e-08
67,0.33605077739403166,0.6124566470395677,0.7596565751569491,0.7345492495775768,0.7865410096903453,0.3762848901235094,0.5270275104639931,0.6902659013705048,0.6396040463682543,0.7496438021575412,1.0000000000000004e-08
