epoch,train_loss,train_jaccard,train_f1,train_recall,train_precision,valid_loss,valid_jaccard,valid_f1,valid_recall,valid_precision,learning_rate
1,0.3411525312878193,0.6041933431916001,0.7532674858125714,0.7274924651606935,0.7809360084567499,0.3770310315554949,0.5303203661327232,0.6930841121495327,0.6439456432075717,0.7503414782212778,1.0000000000000002e-06
2,0.3388971328290945,0.6091354172270942,0.7570965261292587,0.7313044990435495,0.7847743559119604,0.3763618964813188,0.5296071634893126,0.6924747427060712,0.636825424391091,0.7587812322176815,1.0000000000000002e-06
3,0.3356457601270254,0.6082059433481938,0.7563781813689152,0.7303568499381142,0.7843222035391144,0.37862475843566645,0.5285936201726816,0.6916077801148584,0.6352624495289367,0.7589211618257261,1.0000000000000002e-06
4,0.3313697151906767,0.6066875340341776,0.7552028894017324,0.7257244863456451,0.7871774680704177,0.37861003082538475,0.5277917414721723,0.6909210557239888,0.6381713194112795,0.7531768805083009,1.0000000000000002e-06
5,0.33972686208682745,0.611210574195076,0.758697322353936,0.7313316368118651,0.7881906129139392,0.37409629363342506,0.5289756446991404,0.6919346904354752,0.6412104371988017,0.7513736263736264,1.0000000000000002e-06
6,0.33901207582552223,0.6110835290730905,0.7585994370194661,0.7284455319487547,0.7913575777877431,0.37844931043793834,0.5276365603028664,0.6907880761877788,0.6353492814657231,0.7568266446007448,1.0000000000000002e-06
7,0.32891777823459056,0.6103794800302057,0.7580567035277386,0.7316102786494726,0.7864868188209381,0.3739399022844151,0.5281997993406908,0.6912706042345659,0.6399947900837928,0.7514783849918434,1.0000000000000002e-06
8,0.3358786928291194,0.6097100824307963,0.7575402416689635,0.7309780177170638,0.7861056908395926,0.37271726802605637,0.5293692391107898,0.6922713306546916,0.635826857118048,0.7597136483892722,1.0000000000000002e-06
9,0.3369824038568397,0.6124404095676326,0.7596440847471135,0.7342527707370409,0.7868544250874792,0.3732756581825836,0.5273603426735677,0.6905513099160999,0.6414275170407676,0.7478234460417088,1.0000000000000002e-06
10,0.34158548282810125,0.6077253147985248,0.7560064013480848,0.7315489624864532,0.782155746549094,0.3754308137483897,0.5279690973361029,0.691073004364521,0.6290105500803196,0.7667231160033869,1.0000000000000002e-06
11,0.336020413708815,0.6087606289172787,0.7568069705024845,0.7313059478814402,0.7841507180222792,0.3758589419577894,0.5266546762589928,0.6899460427416885,0.6356531932444753,0.7543796372629843,1.0000000000000002e-06
12,0.33121364738800757,0.6112521993161372,0.7587293901917659,0.7323284048085432,0.7871051169153166,0.3737769796819699,0.5294117647058824,0.6923076923076923,0.6412104371988017,0.7522538582998014,1.0000000000000002e-06
13,0.3371516179048319,0.6110718825024714,0.7585904628330996,0.7312282236459519,0.7880800732808725,0.37581715634630675,0.5281112265739779,0.6911947473326299,0.6398645421786133,0.7514786865184581,1.0000000000000002e-06
14,0.3336215230696197,0.6111972344729251,0.7586870451312158,0.7327102153583177,0.7865734937188276,0.3766621849111881,0.5282356694671914,0.6913013221990257,0.6469413450267009,0.7421925586492005,1.0000000000000002e-07
15,0.33659716254534877,0.6049191216207854,0.7538312846692062,0.7290241428685069,0.7803861669629267,0.3719369308086619,0.5293714615412355,0.6922732310013912,0.6373464160118092,0.7575601197233977,1.0000000000000002e-07
16,0.3313954706635643,0.6102580855929435,0.757963075674579,0.7334884090818721,0.7841274395719424,0.3791828425248496,0.5254079254079254,0.6888753056234719,0.636087352928407,0.7512177613700456,1.0000000000000002e-07
17,0.33278668443963,0.6102992230120681,0.757994805301467,0.7339290861919862,0.7836922717671659,0.37185557074415315,0.5287187039764359,0.6917148362235067,0.6390396387791429,0.753854033290653,1.0000000000000002e-07
18,0.3338060561909081,0.6105618846926344,0.7581973601829728,0.7372341852987512,0.7803875977148148,0.37203134448195246,0.5294727805994707,0.692359860620659,0.6426865801241697,0.7503548256285483,1.0000000000000002e-07
19,0.33121831314891104,0.6138507887048049,0.7607280586298198,0.7382617382617382,0.7846046577961832,0.37354286535766124,0.5289209043577491,0.6918878574427392,0.6439456432075717,0.7475429665843455,1.0000000000000002e-07
20,0.32719722177900223,0.6120684662921813,0.7593579045683612,0.7352400449183619,0.785111688862949,0.373803685616792,0.5286096733892558,0.6916215206426303,0.6429470759345287,0.7482694153908342,1.0000000000000002e-07
21,0.33269804175398976,0.6145455600359723,0.7612613421974666,0.7369446377099692,0.7872375441297481,0.3748828549987955,0.5273797981974218,0.690567989467745,0.6376503277905614,0.7530636312362201,1.0000000000000002e-07
22,0.32909916203944006,0.6103390244003292,0.7580255028938544,0.7342107750237516,0.7834369211335035,0.37117284313443827,0.5292023304322808,0.6921285952823311,0.6388659749055703,0.7550800492610837,1.0000000000000002e-07
23,0.33243141016723227,0.6116157948249746,0.7590094323832283,0.7324113048707156,0.7876122274476272,0.37490465076234913,0.5273497827101965,0.6905422565019047,0.6374766639169887,0.7532447545272662,1.0000000000000002e-07
